area_id,area_name,latitude,longtitude,address,custno
330,완도 원도,34.2176,127.1939,전라남도 완도군 금일읍 장원리 산18,
331,진도 하태도 매바위 ,34.1957,126.2586,전라남도 신의군 신의면 하태동리 매바위 ,
332,문도 삼각여,34.1159,127.5103,전라남도 여수시 삼산면 동도리 산127,
333,문도(모기섬),34.1152,127.5089,전라남도 여수시 삼산면 동도리 산127,
334,거문도 동도,34.0588,127.3234,전라남도 여수시 삼산면 동도리 산70-21,
335,거문도 안재림여,34.0524,127.2765,전라남도 여수시 삼산면 서도리 산236,
336,진도 병풍도 아랫병풍 수정동굴,34.044693,126.239184,전라남도 진도군 조도면 병풍도서길 60-40 (병풍도),
337,거문도 개빠진통,34.0123,127.3064,전라남도 여수시 삼산면 덕촌리 산172-504,
338,거문도 거북여,34.0117,127.3099,전라남도 여수시 삼산면 덕촌리 산172-497,
339,김녕방파제,33.539861,126.858692,제주특별자치도 제주시 구좌읍 김녕리 235-1,
340,정방폭포,33.519137,126.792414,제주특별자치도 제주시 조천읍 함덕로 253 ,
341,도두방파제,33.5115612,126.5494156,제주특별자치도 제주시 구좌읍 도두리 258-1,
342,우이군도 우도 ,33.5061,126.9489,전라남도 신안군 도초면 우이도리 산628,
343,상동방파제,33.478229,126.752338,제주특별자치도 서귀포시 상예로 184 (하원동) ,
344,애월방파제,33.4749474,126.3318317,제주특별자치도 제주시 애월읍 애월리 295-7,
345,성산포방파제,33.4502059,126.9358333,제주특별자치도 서귀포시 성산읍 일출로 284 (성산리),
346,서부두방파제,33.4484394,126.5081446,제주특별자치도 제주시 용담이동 1886-4 ,
347,위미방파제,33.372586,126.260634,제주특별자치도 제주시 구좌읍 월정리 1689-3,
348,모슬포방파제,33.361522,126.256878,제주특별자치도 서귀포시 대정읍 모슬로 1460번길 60 ,
349,제주도 형제섬,33.258901,126.317871,제주특별자치도 서귀포시 안덕면 사계리 산53,
350,서귀포 범섬,33.241594,126.362919,제주특별자치도 서귀포시 천제연로 181 (범선면) ,
